review,rating,source,date,bank,cleaned_review,sentiment_label,sentiment_score,identified_theme
Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,Google Play,2025-11-08,CBE,bayeee galatooma kana caalati nu gammachisa,neutral,0.0,General
Good !,5,Google Play,2025-11-08,CBE,good,positive,0.4926,General
i like it,5,Google Play,2025-11-08,CBE,like,positive,0.3612,General
Very nice app,5,Google Play,2025-11-08,CBE,nice app,positive,0.4754,General
the app is not functional this week.,4,Google Play,2025-11-08,CBE,app functional week,neutral,0.0,General
good,5,Google Play,2025-11-07,CBE,good,positive,0.4404,General
very updated bank,5,Google Play,2025-11-06,CBE,update bank,neutral,0.0,General
tankyu,5,Google Play,2025-11-05,CBE,tankyu,neutral,0.0,General
nice,5,Google Play,2025-11-05,CBE,nice,positive,0.4215,General
Numbers 2 and 3 don't write during pin verification.,5,Google Play,2025-11-05,CBE,number write pin verification,neutral,0.0,General
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,Google Play,2025-11-05,CBE,uninstalled need visit nearby bank ask new sim card buy new sim card new sim card reach service provider say authentication pin arrive system work come tomorrow,neutral,0.0258,General
loved it,5,Google Play,2025-11-05,CBE,love,positive,0.5994,General
Ok,1,Google Play,2025-11-05,CBE,ok,positive,0.296,General
this app is not working on my phone,5,Google Play,2025-11-03,CBE,app work phone,neutral,0.0,General
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,Google Play,2025-11-03,CBE,cbe need transaction fee transaction confirm big issue fee long insignificant,negative,-0.5574,General
"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,Google Play,2025-11-03,CBE,recent update unable download receipt name account holder previously transact important fix asap,positive,0.5678,General
nice,5,Google Play,2025-11-02,CBE,nice,positive,0.4215,General
wow 😘😘😘,4,Google Play,2025-11-02,CBE,wow,positive,0.5859,General
mobile banking broblem,5,Google Play,2025-11-01,CBE,mobile banking broblem,neutral,0.0,General
good job,5,Google Play,2025-11-01,CBE,good job,positive,0.4404,General
good,3,Google Play,2025-11-01,CBE,good,positive,0.4404,General
it is a good and clear apps to use,4,Google Play,2025-10-31,CBE,good clear app use,positive,0.6705,General
ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,Google Play,2025-10-31,CBE,ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር ብር ሲተላለፍ ብር እንዲቆርጥ ያደረጋችሁት,neutral,0.0,General
I love this app b/c every option in the app very clear and supportive.,5,Google Play,2025-10-30,CBE,love app b c option app clear supportive,positive,0.861,General
niiceh,5,Google Play,2025-10-29,CBE,niiceh,neutral,0.0,General
the app is good but their is no dark mode you have to add it,3,Google Play,2025-10-29,CBE,app good dark mode add,negative,-0.2144,General
🤮,1,Google Play,2025-10-29,CBE,,neutral,0.0,General
abdulakim abrahim elemoo,5,Google Play,2025-10-29,CBE,abdulakim abrahim elemoo,neutral,0.0,General
good app,5,Google Play,2025-10-28,CBE,good app,positive,0.4404,General
strong,5,Google Play,2025-10-28,CBE,strong,positive,0.5106,General
good,5,Google Play,2025-10-28,CBE,good,positive,0.4404,General
best,5,Google Play,2025-10-28,CBE,well,positive,0.6369,General
Abebaw Zenebe,5,Google Play,2025-10-28,CBE,abebaw zenebe,neutral,0.0,General
good I love it keep it up but if we had a new update that will be fire Soo good,5,Google Play,2025-10-27,CBE,good love new update fire soo good,positive,0.6486,General
good,5,Google Play,2025-10-27,CBE,good,positive,0.4404,General
Cbe,5,Google Play,2025-10-27,CBE,cbe,neutral,0.0,General
Active and granted system,5,Google Play,2025-10-27,CBE,active grant system,positive,0.5719,General
fast app,4,Google Play,2025-10-27,CBE,fast app,neutral,0.0,General
cool 😎,5,Google Play,2025-10-27,CBE,cool,positive,0.3182,General
Galaxy A10s,3,Google Play,2025-10-26,CBE,galaxy,neutral,0.0,General
the best apps,5,Google Play,2025-10-26,CBE,good app,positive,0.6369,General
arif app new,5,Google Play,2025-10-26,CBE,arif app new,neutral,0.0,General
laga Bari biranch,5,Google Play,2025-10-26,CBE,laga bari biranch,neutral,0.0,General
ነነሠነሠሠነሠሠሠሠነየነ,5,Google Play,2025-10-26,CBE,ነነሠነሠሠነሠሠሠሠነየነ,neutral,0.0,General
I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,3,Google Play,2025-10-25,CBE,like suggest improve time take money return day,positive,0.6597,General
Attractive,5,Google Play,2025-10-25,CBE,attractive,positive,0.4404,General
mite,5,Google Play,2025-10-24,CBE,mite,neutral,0.0,General
useful,5,Google Play,2025-10-24,CBE,useful,positive,0.4404,General
nice,4,Google Play,2025-10-23,CBE,nice,positive,0.4215,General
"not good, not bad!",3,Google Play,2025-10-23,CBE,good bad,negative,-0.6208,General
very good,5,Google Play,2025-10-23,CBE,good,positive,0.4927,General
እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,1,Google Play,2025-10-22,CBE,እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,neutral,0.0,General
good job,5,Google Play,2025-10-22,CBE,good job,positive,0.4404,General
imp,5,Google Play,2025-10-22,CBE,imp,neutral,0.0,General
super fast app,5,Google Play,2025-10-21,CBE,super fast app,positive,0.5994,General
good app,4,Google Play,2025-10-20,CBE,good app,positive,0.4404,General
useful,5,Google Play,2025-10-20,CBE,useful,positive,0.4404,General
"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,Google Play,2025-10-19,CBE,app nice design useful feature like balance check transfer unstable fail connect force user turn developer option unnecessary banking app work fine people use developer mode normal reason fix performance issue remove restriction add biometric login well security convenience,positive,0.6896,General
cbe,4,Google Play,2025-10-18,CBE,cbe,neutral,0.0,General
"it says ""ti is work any more in your device"" what can i do??",1,Google Play,2025-10-18,CBE,say ti work device,neutral,0.0,General
blah blah blah,5,Google Play,2025-10-18,CBE,blah blah blah,negative,-0.296,General
good,5,Google Play,2025-10-17,CBE,good,positive,0.4404,General
bad ግዴታ መሆንሁ,1,Google Play,2025-10-17,CBE,bad ግዴታ መሆንሁ,negative,-0.5423,General
best,5,Google Play,2025-10-17,CBE,well,positive,0.6369,General
CBE no.1,5,Google Play,2025-10-17,CBE,cbe,neutral,0.0,General
good,5,Google Play,2025-10-17,CBE,good,positive,0.4404,General
good,5,Google Play,2025-10-16,CBE,good,positive,0.4404,General
"it's not work correctly when it's needed sometimes, but it works sometimes though",2,Google Play,2025-10-16,CBE,work correctly need work,neutral,0.0,General
its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,Google Play,2025-10-16,CBE,easy use secured previous love appreciate commercial bank ethiopia time update,positive,0.9152,General
gooof,5,Google Play,2025-10-16,CBE,gooof,neutral,0.0,General
"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",1,Google Play,2025-10-16,CBE,suddenly cbe application stop work call callcenter tell expire vist branch fix go cbe silassie fill form give sit wait finish fix customer case arrive turn ppl come mobile banking atm card case finish leave work,negative,-0.5672,General
Best app,5,Google Play,2025-10-16,CBE,good app,positive,0.6369,General
best,5,Google Play,2025-10-15,CBE,well,positive,0.6369,General
still not perfect like before,1,Google Play,2025-10-15,CBE,perfect like,negative,-0.6259,General
This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,1,Google Play,2025-10-15,CBE,app dash board disturb show traxation balance display option dashboard think risk app,negative,-0.6597,General
APPLIED,1,Google Play,2025-10-14,CBE,apply,neutral,0.0,General
10 years ago,4,Google Play,2025-10-14,CBE,year ago,neutral,0.0,General
Asefa Obsa,5,Google Play,2025-10-14,CBE,asefa obsa,neutral,0.0,General
best app,4,Google Play,2025-10-14,CBE,good app,positive,0.6369,General
it's good app,5,Google Play,2025-10-14,CBE,good app,positive,0.4404,General
very slow,1,Google Play,2025-10-14,CBE,slow,neutral,0.0,performance
berhan deriba wami,4,Google Play,2025-10-14,CBE,berhan deriba wami,neutral,0.0,General
good,5,Google Play,2025-10-13,CBE,good,positive,0.4404,General
mahamad Usman,5,Google Play,2025-10-13,CBE,mahamad usman,neutral,0.0,General
Erako,5,Google Play,2025-10-13,CBE,erako,neutral,0.0,General
🔥🔥🔥🔥🔥,5,Google Play,2025-10-13,CBE,,neutral,0.0,General
opne,5,Google Play,2025-10-13,CBE,opne,neutral,0.0,General
mehommd nuri,5,Google Play,2025-10-13,CBE,mehommd nuri,neutral,0.0,General
Best,5,Google Play,2025-10-12,CBE,well,positive,0.6369,General
good,5,Google Play,2025-10-12,CBE,good,positive,0.4404,General
providing very secure service.,5,Google Play,2025-10-12,CBE,provide secure service,positive,0.4005,support
good,5,Google Play,2025-10-12,CBE,good,positive,0.4404,General
apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,1,Google Play,2025-10-12,CBE,apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም,neutral,0.0,General
ዳር ኑሮ ላለው ኣፍሪቻን ው,5,Google Play,2025-10-12,CBE,ዳር ኑሮ ላለው ኣፍሪቻን ው,neutral,0.0,General
RIYAD Mohammed Abaoli 92 527 2567,5,Google Play,2025-10-12,CBE,riyad mohammed abaoli,neutral,0.0,General
it doesn't show bank statement and no options to see transactions for the past months.,2,Google Play,2025-10-12,CBE,bank statement option transaction past month,negative,-0.296,General
Mamma Husen,2,Google Play,2025-10-11,CBE,mamma husen,neutral,0.0,General
ok,5,Google Play,2025-10-11,CBE,ok,positive,0.296,General
3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,3,Google Play,2025-10-11,CBE,star transaction history apart recent refresh button remove recent activity app allow client view transaction recent,positive,0.2263,General
good,5,Google Play,2025-10-10,CBE,good,positive,0.4404,General
exceptional application from others bank,5,Google Play,2025-10-10,CBE,exceptional application bank,neutral,0.0,General
"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",4,Google Play,2025-10-10,CBE,nice suggestion send cbe birr customer recipient befor actually send money improve,positive,0.8124,General
good👍👍👍😊😊😊,5,Google Play,2025-10-10,CBE,good,neutral,0.0,General
really good app,5,Google Play,2025-10-10,CBE,good app,positive,0.4927,General
smart bank CBE,5,Google Play,2025-10-10,CBE,smart bank cbe,positive,0.4019,General
Ali urgesa11,3,Google Play,2025-10-09,CBE,ali,neutral,0.0,General
it's good,5,Google Play,2025-10-09,CBE,good,positive,0.4404,General
Good apps,5,Google Play,2025-10-09,CBE,good app,positive,0.4404,General
good,5,Google Play,2025-10-09,CBE,good,positive,0.4404,General
password በጣት አሻራ ቢኖረው መልካም ነበር,4,Google Play,2025-10-09,CBE,password በጣት አሻራ ቢኖረው መልካም ነበር,neutral,0.0,General
good,5,Google Play,2025-10-09,CBE,good,positive,0.4404,General
best app i ever seen,5,Google Play,2025-10-09,CBE,good app see,positive,0.6369,General
it's game changing in financial system,4,Google Play,2025-10-09,CBE,game change financial system,neutral,0.0,General
"z,MKT 20_._!8+⅓⅕😘r",1,Google Play,2025-10-09,CBE,z mkt r,neutral,0.0,General
will good updating,5,Google Play,2025-10-09,CBE,good update,positive,0.4404,General
"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",1,Google Play,2025-10-08,CBE,service charge vat fee wanna fair,negative,-0.2411,General
why removing screenshot feature why?,2,Google Play,2025-10-08,CBE,remove screenshot feature,neutral,0.0,General
very good application! thank you all who participate!,5,Google Play,2025-10-08,CBE,good application thank participate,positive,0.7608,General
application bank commercial Ethiopia I am very happy to be able to appear in a great job on a pleasant job,5,Google Play,2025-10-08,CBE,application bank commercial ethiopia happy able appear great job pleasant job,positive,0.908,General
user compatible app!,5,Google Play,2025-10-08,CBE,user compatible app,neutral,0.0,General
"I am trying to access this app on my Android phone, but sometimes doesn't work. so kindly try to improve it.",3,Google Play,2025-10-07,CBE,try access app android phone work kindly try improve,positive,0.8891,General
what an amazing app. you know how much it simplify life. Thanks cbe. I proud of you.,5,Google Play,2025-10-07,CBE,amazing app know simplify life thank cbe proud,positive,0.8689,General
Our Commercial Bank of Ethiopia is Good !,5,Google Play,2025-10-06,CBE,commercial bank ethiopia good,positive,0.4926,General
Asledin Ibsa,5,Google Play,2025-10-06,CBE,asledin ibsa,neutral,0.0,General
terrible when showing history of transaction it shows in disorganised way,3,Google Play,2025-10-05,CBE,terrible show history transaction show disorganised way,negative,-0.4767,General
my bank,5,Google Play,2025-10-05,CBE,bank,neutral,0.0,General
Data,5,Google Play,2025-10-04,CBE,datum,neutral,0.0,General
"lately I am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that I was working fine a few day ago and also it says when I enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?",2,Google Play,2025-10-04,CBE,lately face problem app problem log inter pin work say sync work fine day ago say enter pin change pin digit pin allow change solve problem app,negative,-0.5948,General
excellent app with lots of features,5,Google Play,2025-10-04,CBE,excellent app lot feature,positive,0.5719,General
very good 👍 mobile banking,5,Google Play,2025-10-04,CBE,good mobile banking,positive,0.4927,General
so special,5,Google Play,2025-10-04,CBE,special,positive,0.4576,General
wiiy ewdihiliw esimirt niho yitnehew metgeyot ❤💞🤔😴🤩😍,1,Google Play,2025-10-03,CBE,wiiy ewdihiliw esimirt niho yitnehew metgeyot,neutral,0.0,General
woow cbe,5,Google Play,2025-10-03,CBE,woow cbe,neutral,0.0,General
cbe the best bank app,4,Google Play,2025-10-03,CBE,cbe good bank app,positive,0.6369,General
This App CBE bank it's Simple and Smart I Like it.,5,Google Play,2025-10-03,CBE,app cbe bank simple smart like,positive,0.6369,General
Rijalufaris,5,Google Play,2025-10-02,CBE,rijalufaris,neutral,0.0,General
its Best app But i hate the Repeatedly update request,5,Google Play,2025-10-02,CBE,good app hate repeatedly update request,negative,-0.5346,General
good app,5,Google Play,2025-10-02,CBE,good app,positive,0.4404,General
imoo,3,Google Play,2025-10-02,CBE,imoo,neutral,0.0,General
"it was good since it become a robber the vat ,tax,service charge,unbelievable charge to send to other bank, monthly charge,etc i hope one international bank comes and we all leave this bank. enough is enough",1,Google Play,2025-10-02,CBE,good robber vat tax service charge unbelievable charge send bank monthly charge etc hope international bank come leave bank,positive,0.25,General
screen shoot always not allowed why?,5,Google Play,2025-10-02,CBE,screen shoot allow,negative,-0.34,General
enkorabetalen,5,Google Play,2025-10-01,CBE,enkorabetalen,neutral,0.0,General
good,5,Google Play,2025-10-01,CBE,good,positive,0.4404,General
Gamada mahamadi,1,Google Play,2025-10-01,CBE,gamada mahamadi,neutral,0.0,General
it is very good banking web but its network is sometimes busy i hope they willfix the problem,4,Google Play,2025-09-30,CBE,good banking web network busy hope willfix problem,positive,0.3392,General
verfcasencod,5,Google Play,2025-09-30,CBE,verfcasencod,neutral,0.0,General
you can't get your own transaction history,1,Google Play,2025-09-29,CBE,transaction history,neutral,0.0,General
sintu,5,Google Play,2025-09-29,CBE,sintu,neutral,0.0,General
BEST,5,Google Play,2025-09-28,CBE,well,positive,0.6369,General
Bank of Ethiopia,5,Google Play,2025-09-28,CBE,bank ethiopia,neutral,0.0,General
"All most Good, but need improvement",5,Google Play,2025-09-27,CBE,good need improvement,positive,0.7267,General
"Great application for me,So I would like to rate with Solid 5 star.That It works well overall. So hello everyone enjoy the apps",5,Google Play,2025-09-27,CBE,great application like rate solid work overall hello enjoy app,positive,0.9147,General
poor app all of you guys delete CBE and download BOA,1,Google Play,2025-09-27,CBE,poor app guy delete cbe download boa,negative,-0.4767,General
niceapp,5,Google Play,2025-09-27,CBE,niceapp,neutral,0.0,General
good,5,Google Play,2025-09-26,CBE,good,positive,0.4404,General
good,5,Google Play,2025-09-25,CBE,good,positive,0.4404,General
good,5,Google Play,2025-09-25,CBE,good,positive,0.4404,General
the best app of all,5,Google Play,2025-09-25,CBE,good app,positive,0.6369,General
❤️,5,Google Play,2025-09-25,CBE,,neutral,0.0,General
"Most of the time when I try to open the app, it does not load. The circle keeps spinning as if it is trying to open, and get a message saying "" 2 attempts left for offline login"". This seems to mean that the app cannot connect to the internet, even though I have a stable internet connection, and all other stuff work properly.",2,Google Play,2025-09-24,CBE,time try open app load circle keep spin try open message say attempt leave offline login mean app connect internet stable internet connection stuff work properly,positive,0.1779,General
Juhaar,5,Google Play,2025-09-24,CBE,juhaar,neutral,0.0,General
I am using CBE app very fantastic.,5,Google Play,2025-09-24,CBE,cbe app fantastic,positive,0.5984,General
bist app tankyou,4,Google Play,2025-09-23,CBE,bist app tankyou,neutral,0.0,General
this is very useful and consistent app,5,Google Play,2025-09-23,CBE,useful consistent app,positive,0.4927,General
"this application provides timely service in a good, fast and reliable manner.",5,Google Play,2025-09-23,CBE,application provide timely service good fast reliable manner,positive,0.4404,General
So good,5,Google Play,2025-09-23,CBE,good,positive,0.4927,General
it will be more better if the app have the feature receipt verifying from QR CODE SCREENSHOT IMAGES FROM gallery ... currently IT WORKS ONLY FROM DIRECT CAMERA CAPTURING,4,Google Play,2025-09-23,CBE,well app feature receipt verifying qr code screenshot image gallery currently work direct camera capturing,positive,0.4927,General
"From the UX perspective it can be better, it's old and it's not obvious where you can find some things",3,Google Play,2025-09-22,CBE,ux perspective well old obvious find thing,positive,0.4404,General
It is amazing app but it is more better if it is possible to transfer from account to other telebirr,5,Google Play,2025-09-22,CBE,amazing app well possible transfer account telebirr,positive,0.771,General
"The app was great while it was active. However, after the app did an update, I lost connection with a message ""Network Error"". Please try to fix it as there are many clients of CBE using this app globally from abroad countries.",3,Google Play,2025-09-21,CBE,app great active app update lose connection message network error try fix client cbe app globally abroad country,positive,0.7783,General
very important app,4,Google Play,2025-09-21,CBE,important app,positive,0.2716,General
the best of all mobile banking in Ethiopia works perfectly fine,5,Google Play,2025-09-21,CBE,good mobile banking ethiopia work perfectly fine,positive,0.8807,General
ok,5,Google Play,2025-09-21,CBE,ok,positive,0.296,General
DANTRO BAND!!!,5,Google Play,2025-09-21,CBE,dantro band,neutral,0.0,General
some time when make transfer from Mobile account to other cbebirr wallet no show customer name so please check it......thanks my cbe.. cbebirr application very nice application wallet,5,Google Play,2025-09-20,CBE,time transfer mobile account cbebirr wallet customer check thank cbe cbebirr application nice application wallet,positive,0.5973,General
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave 3,3,Google Play,2025-09-20,CBE,app useful want specific transaction work way give,positive,0.3708,General
why i must visit the branch i opened my account to activate the mobile banking services? if it a connected network it maybe done from any branch.,1,Google Play,2025-09-20,CBE,visit branch open account activate mobile banking service connected network maybe branch,neutral,0.0,General
አሪፍ ነው አሁን ደግሞ እስክሪን ሹት ማረግ በመቻሌ ደግብሎኛል,5,Google Play,2025-09-20,CBE,አሪፍ ነው አሁን ደግሞ እስክሪን ሹት ማረግ በመቻሌ ደግብሎኛል,neutral,0.0,General
asfaw damse,5,Google Play,2025-09-19,CBE,asfaw damse,neutral,0.0,General
ok,5,Google Play,2025-09-19,CBE,ok,positive,0.296,General
nice,5,Google Play,2025-09-19,CBE,nice,positive,0.4215,General
jabadhaa namatii tolataan,5,Google Play,2025-09-19,CBE,jabadhaa namatii tolataan,neutral,0.0,General
"The App is very good in its interface and user friendly. But it could be a pro app had it had additional feature that let us run multiple accounts on a single phone with an option of ""additional"" account!",3,Google Play,2025-09-19,CBE,app good interface user friendly pro app additional feature let run multiple account single phone option additional account,positive,0.5406,General
The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,4,Google Play,2025-09-18,CBE,app user friendly want amendment include option send money tele birr like cbe birr,positive,0.7003,General
Truly amazing!,5,Google Play,2025-09-18,CBE,truly amazing,positive,0.7901,General
Doesn't have option to generate statement for transactions,3,Google Play,2025-09-18,CBE,option generate statement transaction,neutral,0.0,General
😎,5,Google Play,2025-09-18,CBE,,neutral,0.0,General
JanaleBl,5,Google Play,2025-09-17,CBE,janalebl,neutral,0.0,General
very good,5,Google Play,2025-09-17,CBE,good,positive,0.4927,General
very good,5,Google Play,2025-09-17,CBE,good,positive,0.4927,General
nice application,5,Google Play,2025-09-17,CBE,nice application,positive,0.4215,General
WaaaaaaaW,1,Google Play,2025-09-17,CBE,waaaaaaaw,neutral,0.0,General
very nice,5,Google Play,2025-09-16,CBE,nice,positive,0.4754,General
Of,5,Google Play,2025-09-16,CBE,,neutral,0.0,General
it's best app to use recently and upgraded day to day for internationalization,4,Google Play,2025-09-16,CBE,good app use recently upgrade day day internationalization,positive,0.6369,General
Easy to use and not Complicated 👍,5,Google Play,2025-09-15,CBE,easy use complicated,positive,0.4404,General
apdat the app,5,Google Play,2025-09-14,CBE,apdat app,neutral,0.0,General
good in bankin at any time & any where.,5,Google Play,2025-09-13,CBE,good bankin time,positive,0.4404,General
great,5,Google Play,2025-09-13,CBE,great,positive,0.6249,General
"WHAT A USELESS APP! Transfers, wallet payments, other banks — nothing works. Updated, restarted, cleared cache, reinstalled — still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country can’t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",1,Google Play,2025-09-13,CBE,useless app transfer wallet payment bank work update restart clear cache reinstalled useless crash force visit branch log time big bank country fix issue junior developer solve completely unreliable big bank zero functionality,negative,-0.8279,General
it is best to me,1,Google Play,2025-09-13,CBE,good,positive,0.6369,General
hayizgi mebrahtom feshay,5,Google Play,2025-09-13,CBE,hayizgi mebrahtom feshay,neutral,0.0,General
best,5,Google Play,2025-09-13,CBE,well,positive,0.6369,General
good,5,Google Play,2025-09-12,CBE,good,positive,0.4404,General
great,5,Google Play,2025-09-12,CBE,great,positive,0.6249,General
Excellent app,5,Google Play,2025-09-12,CBE,excellent app,positive,0.5719,General
good,5,Google Play,2025-09-12,CBE,good,positive,0.4404,General
after apdate the app doesn't work any thing else it said enable to connects,1,Google Play,2025-09-12,CBE,apdate app work thing say enable connect,neutral,0.0,General
love,5,Google Play,2025-09-12,CBE,love,positive,0.6369,General
good,3,Google Play,2025-09-11,CBE,good,positive,0.4404,General
Hasasa bank,1,Google Play,2025-09-11,CBE,hasasa bank,neutral,0.0,General
All ways Trusted.,5,Google Play,2025-09-11,CBE,way trust,positive,0.4767,General
best MB application in Ethiopia financial sector.,5,Google Play,2025-09-11,CBE,good mb application ethiopia financial sector,positive,0.6369,General
I like this app,5,Google Play,2025-09-11,CBE,like app,positive,0.3612,General
am tired why I have to update every 5 day,1,Google Play,2025-09-11,CBE,tired update day,negative,-0.4404,General
excellent,5,Google Play,2025-09-10,CBE,excellent,positive,0.5719,General
best,5,Google Play,2025-09-10,CBE,well,positive,0.6369,General
usb debugig mode bicha off endidereg axrigu like awash bank,1,Google Play,2025-09-10,CBE,usb debugig mode bicha endidereg axrigu like awash bank,positive,0.3612,General
good morning 🙏,5,Google Play,2025-09-10,CBE,good morning,positive,0.4404,General
nice,5,Google Play,2025-09-09,CBE,nice,positive,0.4215,General
am happy 😃,5,Google Play,2025-09-09,CBE,happy,positive,0.5719,General
good,5,Google Play,2025-09-09,CBE,good,positive,0.4404,General
wowww,5,Google Play,2025-09-08,CBE,wowww,neutral,0.0,General
KEHRU nasir AbFIXA,5,Google Play,2025-09-08,CBE,kehru nasir abfixa,neutral,0.0,General
It is well organized.,5,Google Play,2025-09-08,CBE,organize,positive,0.2732,General
Can't see the nearest Branch or ATM available,2,Google Play,2025-09-08,CBE,near branch atm available,neutral,0.0,General
excellent,5,Google Play,2025-09-08,CBE,excellent,positive,0.5719,General
very good,5,Google Play,2025-09-07,CBE,good,positive,0.4927,General
the app does not open,1,Google Play,2025-09-07,CBE,app open,neutral,0.0,General
from Monk,3,Google Play,2025-09-06,CBE,monk,neutral,0.0,General
"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,Google Play,2025-09-06,CBE,amazing delightful seamless mobile banking application experience feel great proud stakeholder choice bank commercial bank ethiopia pioneer lead digital banking service ethiopia star little thank,positive,0.9596,General
incredible,5,Google Play,2025-09-06,CBE,incredible,neutral,0.0,General
good,5,Google Play,2025-09-06,CBE,good,positive,0.4404,General
የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,Google Play,2025-09-06,CBE,የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው,neutral,0.0,General
it's the best money transfer app ever,5,Google Play,2025-09-06,CBE,good money transfer app,positive,0.6369,General
it is nice,5,Google Play,2025-09-05,CBE,nice,positive,0.4215,General
user friendly. best.,5,Google Play,2025-09-05,CBE,user friendly well,positive,0.8126,General
🙏,5,Google Play,2025-09-05,CBE,,neutral,0.0,General
አሪፍ,5,Google Play,2025-09-05,CBE,አሪፍ,neutral,0.0,General
best app!!!,5,Google Play,2025-09-05,CBE,good app,positive,0.7249,General
"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,Google Play,2025-09-05,CBE,good app user friendly possible start service app uninstalled device phone change easy set requirement office use install launch visit near branch office time silly business important thing addition hidde sender account number know tranfer,positive,0.9296,General
very good app,5,Google Play,2025-09-05,CBE,good app,positive,0.4927,General
